name,iso_country,municipality,iata_code
Ghost Ranch Strip,US,Abiquiu,
Old Fort Farm Airport,US,Hemlock,
Teufel'S Heliport,US,Forest Grove,
Culver Field,US,Oregon,
Beckman Field,US,Ashville,
Southwest Medical Center of Oklahoma Heliport,US,Oklahoma City,
Goering Ranches / Crocheta Airport Estates,US,Alfalfa,
Pegasus Air Park,US,Stroudsburg,
Delmont Personal Use Heliport,US,Delmont,
Parma Airport,US,Parma,
Oconee Nuclear Station Helipad,US,Seneca,
Moltz Airport,US,Geronimo,
Keller Ranch Airport,US,Johnson City,
Paris Landing Airpark,US,Paris,
Tj-Cj Private Heliport,US,San Antonio,
Kennedy Ranch Airport,US,Blanco,
L G Hospital Heliport,US,Lynchburg,
Hartley Airport,US,Chehalis,
Earl's Air Park,US,Neenah,
Mc Murry Heliport,US,Casper,
Las Palmas Medical Center Heliport,US,El Paso,
Hughes Ranch Airport,US,Quemado,
Birch Creek Landing,US,Talkeetna,
Yavapai Regional Medical Center East Heliport,US,Prescott Valley,
Kelly Airport,US,Lucerne Valley,
Vetters Sky Ranch Airport,US,Galt,
Flying W No.2 Airport,US,Hotchkiss,
Tex Merritt Private Airstrip,US,Leesburg,
Chiefland Sky Ranch Airport,US,Chiefland,
Cagney Airport,US,Clio,
Smith Field,US,Tyrone,
Marvin D Bradd Airport,US,Mansfield,
Dahnke Airport,US,West Lafayette,
Curry Airport,US,Griggsville,
Cedar Air Park,US,Olathe,
Barnard Airport,US,Elmo,
Appalachian Regional Hospital Heliport,US,Whitesburg,
R T Leblanc Airport,US,White Castle,
Red Oak Landing,US,Sunset,
Oscoda County Airport,US,Mio,
Cass Lake-Cove Island Seaplane Base,US,Pontiac,
Barry Heliport,US,Dent,
Georger Farms Airport,US,Advance,
Phillip R Bunn Airport,US,Zebulon,
Bil Lo Airport,US,Fort Calhoun,
Germania Heliport,US,Cologne,
The Moriches Bay Heliport,US,East Moriches,
Maxon Field,US,Holley,
Agner Airport,US,Ottawa,
Clay's Rv Airport,US,Canal Fulton,
Eagle Creek Airport,US,Beggs,
Pge Heliport,US,Salem,
Lamberson Airport,US,New Oxford,
Helistop Ridc Industrial Park Heliport,US,Blawnox,
Moccasin Creek Airport,US,Ehrhardt,
Harris Methodist Southwest Helistop,US,Fort Worth,
Barstool Ranch Airport,US,Waxahachie,
Glendale Field,US,Columbia,
Wilson N Jones Regional Medical Center Heliport,US,Sherman,
N D Ranch Airport,US,Van,
Skyview Airport,US,Manassas,
Evergreen Sky Ranch Airport,US,Black Diamond,
Gallinger Airport,US,Oshkosh,
Whiterik Field,US,Fruitland,
Evergreen Helicopters Heliport,US,Sabine Pass,
Minto Al Wright Airport,US,Minto,
Basquo Airport,US,Kenai,
Ira's Airstrip,US,Greenbrier,
X-1 Ranch Upper Headquarters Airport,US,Seligman,
Greenville Seaplane Base,US,Greenville,
Lake Mathews Airport,US,Riverside,
Adelanto Airport,US,Adelanto,
Ponderosa Sky Ranch Airport,US,Paynes Creek,
Mountain View Ranch Airport,US,Monument,
Bent Willies Airport,US,Lake Wales,
Pullum Pad Heliport,US,Navarre,
Lake Clinch Airpark,US,Frostproof,
Rabbit Hole Heliport,US,Atlanta,
Gross Airport,US,Pinconning,
Marshall County Heliport,US,Plymouth,
Hasselbring Airport,US,Paxton,
Higginbotham Field,US,Prairieton,
Dresden Power Station Heliport,US,Minooka,
Charles E Grutzmacher Municipal Airport,US,Onaga,
Bland Airport,US,Eudora,
Air Castle Airport,US,Paris,
One Shell Square Emergency Heliport,US,New Orleans,
Anderson Field,US,Kennedy,
Pleasant View Ultralightport,US,Zell,
Epley Airport,US,Jacksonville,
Richtsmeier Airport,US,Hunter,
Svitak Airport,US,Morrill,
Exxon Research & Engineering Co. Heliport,US,Annandale,
Timberon Airport,US,Alamogordo,
Bedson's Land Base Airport,US,Honeoye Falls,
Coshocton County Memorial Hospital Heliport,US,Coshocton,
Timken Mercy Medical Center Heliport,US,Canton,
Tulsa Security Heliport,US,Tulsa,
Chinook Ultralight Airpark,US,Scappoose,
Wildcat Airport,US,Tamaqua,
Greencastle Usar Center Heliport,US,Greencastle,
St Ignatius Airport,US,St Ignatius,
Red Wing Airport,US,Trenton,
Robinson Ranch Airport,US,Junction,
Fall Creek Air Ranch STOLport,US,Spicewood,
Hercules Marine Services Corp Heliport,US,Freeport,
Weatherby US Forest Service Airport,US,Atlanta,
Ibm Building 250 Heliport,US,Manassas,
Honn Farm Airport,US,Benge,
John'S Field,US,Athens,
Clear Lake Regional Medical Center Heliport,US,Webster,
Remer Municipal Airport,US,Remer,
Summit Lake Seaplane Base,US,Moose Pass,
Lakewood Airstrip,US,Sterling,
Mercy Hospital Northwest Arkansas Heliport,US,Rogers,
Shonto Airport,US,Shonto,
Hummingbird Nest Heliport,US,Simi Valley,
Lofty Redwoods Airport,US,Anchor Bay,
Thayer Aviation Airport,US,Grimes,
Rons Field,US,Two Buttes,
Charlotte's Field,US,Tallahassee,
University of Florida Heliport,US,Gainesville,
Dawson Field,US,Cave Spring,
Tama Airport,US,Tama,
Steinman Airport,US,Woodburn,
Clapper Airport,US,Mansfield,
Hartman Farms Field,US,Kokomo,
Franklin Hospital Heliport,US,Benton,
Osage City Municipal Airport,US,Osage City,
Weaver Ranch Airport,US,Hesston,
Short Airport,US,Eubank,
Shell Central Facilities Seaplane Base,US,Venice,
Silver City Airpark,US,Alpena,
Huron Valley Sinai Hospital Heliport,US,Commerce,
Radloff's Cedar View Farms Airport,US,Lyle,
Help Heliport,US,Zalma,
Mynatt Field,US,Lumberton,
R. Leep Strip,US,Hurdsfield,
Starns Brothers Airport,US,Ashland,
Germania Heliport,US,Egg Harbor City,
Battle Mountain EMS Heliport,US,Battle Mountain,
Smiths Land Base Airport,US,Honeoye Falls,
Charloe Airport,US,Paulding,
Metro Health Medical Center Heliport,US,Cleveland,
Thompson Private Airport,US,Tuttle,
St Vincent Hospital Heliport,US,Beaverton,
Ritz 2 Heliport,US,Mifflinburg,
S W Jack Heliport,US,Indiana,
Shivers Private Airport,US,Vernon,
Christus Santa Rosa Westover Hills Heliport,US,San Antonio,
Bridges Field,US,Tioga,
Cannon Field,US,Somerset,
Ferndale Airfield,US,Bigfork,
Horse Feathers Airport,US,Midland,
The Salmon Farm Airport (Pvt),US,Painter,
Woodruff Lake Airport,US,Winn,
Columbia Agricultural Airport,US,Pasco,
Kelly Airport,US,Argyle,
Forks Community Hospital Heliport,US,Forks,
Kornegay Private Airport,US,San Benito,
Kalmbach Lake Seaplane Base,US,Wasilla,
Winfield Airpark,US,Altus,
Somerton Airport,US,Somerton,
Paradise Valley Hospital Heliport,US,National City,
Lake Riverside Estates Airport,US,Anza,
Akin Airport,US,Placerville,
The Memorial Hospital Heliport,US,Craig,
Bayflite One Satellite Base Heliport,US,Odessa,
Teco Plaza Heliport,US,Tampa,
Deerfield Landing Airport,US,Hampton,
Caldwell Field,US,Bunker Hill,
Rothrock Airport,US,Streator,
Methodist Hospital Nr 2 Heliport,US,Indianapolis,
Zea Mays Field,US,Ohio,
Michael Airport,US,Wellsville,
Turner Field,US,Murray,
Terminal Annex Heliport,US,Los Angeles,
Triangle J Airport,US,Baton Rouge,
Memorial Medical Center - Springfield Heliport,US,Springfield,
Wolf River Airport,US,Rossville,
Cliff Dow Airport,US,New Gloucester,
Pingston Aeroworks Airport,US,Bryon,
Sell's Flying Field,US,Mayer,
Ozark's Flying Patch Airport,US,Sparta,
Dillard Airport,US,Winfall,
Flying Ridge Heliport,US,Meredith,
Highlands Seaplane Base,US,Highlands,
Erb Acres Airport,US,Angelica,
Buehler Airport,US,Paulding,
Community Hospital Heliport,US,Coldwater,
Ambassador Ultralightport,US,Mounds,
St Charles Medical Center Heliport,US,Bend,
Pine Bottom Heliport,US,Martinsburg,
Forbes Regional Health Center Heliport,US,Monroeville,
George P Shanks Airport,US,Waxahachie,
Camelot Airport,US,Thrall,
J Bar Wc Ranch Airport,US,Weatherford,
Flying H Ranch Airport,US,Kingsland,
Big Creek Heliport,US,Big Creek,
Ogden Regional Medical Center Heliport,US,Washington Terrace,
Riverside Hospital Heliport,US,Newport News,
Albany Airport,US,Albany,
Tukwila Operations Center Heliport,US,Tukwila,
Flyplassen Airport,US,Woodville,
Boyd Field,US,Waco,
Lawrence Airstrip,US,Wasilla,
Potters Field,US,Stanfield,
Naval Hospital Heliport,US,Oakland,
Costerisan Farms Airport,US,Bakersfield,
Sunset-Glendale Heliport,US,Los Angeles,
Elizabeth Emergency Heliport,US,Elizabeth,
Dotson Airport,US,Baker,
The Murphy Company Heliport,US,West Palm Beach,
Arnold Field,US,Croswell,
Gwinnett Medical Center Heliport,US,Lawrenceville,
Rostex Airport,US,Tennga,
Atlanta Airport,US,Atlanta,
Johnson Memorial Hospital Heliport,US,Franklin,
Brandt Airport,US,Manteno,
Brenneke Airport,US,Woodburn,
Glatthaar Airport,US,Grandview,
Ringneck Ranch Airport,US,Tipton,
Hutson Heliport,US,Murray,
L&L Sandblasting Heliport,US,Eunice,
Sky Soaring Airport,US,Union,
HIghland View Field,US,Searsmont,
Hinkels Heliport,US,Comins,
Conley Field,US,Mora,
Tightsqueeze Field,US,Jonesburg,
Lenoir Memorial Hospital Heliport,US,Kinston,
Pete's Port Airport,US,Killdeer,
Bergan Mercy Hospital Heliport,US,Omaha,
Garden State Balloonport,US,Whitehouse,
Burris Ranch Nr 1 Airport,US,Belen,
Ridgeview Airport,US,Jamestown,
Donn Heliport,US,Westlake,
Aero Flight Center Airport,US,East Palestine,
Gilstrap Field,US,Inola,
Higley Field,US,Guthrie,
Muddy Creek Airport,US,Corvallis,
Sency Airport,US,Treskow,
Packwood Airport,US,Packwood,
Eagles Aerodrome,US,Conway,
Montgomery County Medical Center Hospital Heliport,US,Conroe,
Valhalla Airport,US,Elmendorf,
Ft Loudon Medical Center Heliport,US,Lenoir City,
Stonecipher Airport,US,Beaumont,
Giles Memorial Hospital Heliport,US,Pearisburg,
Wilkinson Ranch Airport,US,Yakima,
Cranmoor Airstrip,US,Nekoosa,
1101 East Blvd Deer Park Heliport,US,Deer Park,
Frontier Airport,US,Spofford,
Bechtol Field,US,Wasilla,
Little Rock Police DepartmentHeliport,US,Little Rock,
Mauldin Airstrip,US,Tonopah,
Los Angeles Times-La Heliport,US,Los Angeles,
Morris Ag Air SW Airport,US,Blythe,
Animas Air Park,US,Durango,
North American Farms Airport,US,Malone,
Buchanan Airport,US,Jay,
Indian Creek Ranch Airport,US,Deckerville,
Kennestone Heliport,US,Marietta,
Adams Co Memorial Hospital Heliport,US,Decatur,
Lee Creek Airport,US,Caledonia,
Casad Industrial Park Airport,US,New Haven,
Schmidt Airport,US,Thomasboro,
Robinson Heliport,US,Garden City,
Twin Lakes Regional Medical Center Heliport,US,Leitchfield,
Old Hickory Ranch Airport,US,Keithville,
Wade Airport,US,Waterman,
Beaumont Dearborn Heliport,US,Dearborn,
Lothert's Farm Strip,US,Morton,
Mc Clurg Airport,US,Monett,
Lester E. Cox Medical Center South Heliport,US,Springfield,
Wheat Field,US,Tryon,
Noble Field,US,Ravenna,
Blue Jay Heliport,US,Mount Holly,
Buffalo General Hospital Heliport,US,Buffalo,
Maynard's Airport,US,Kendall,
Richey Airport,US,Petersburg,
Double S Farms Airport,US,Kipton,
L D Airport,US,Mc Loud,
Mount Hood Medical Center Heliport,US,Gresham,
Hoge Farm Airport,US,Tinicum,
Atlantic Refining & Marketing Corp Heliport,US,Philadelphia,
Seaside Municipal Airport,US,Seaside,
Dallas/Fort Worth Medical Center Heliport,US,Grand Prairie,
Air Evac EMS 57 Base Heliport,US,Eagle Pass,
Elgin Intracontinental Airport,US,Elgin,
Anchorage Farm Field,US,Warrenton,
Virginia Beach Municipal Heliport,US,Virginia Beach,
Tri-State Hospital EMS Heliport,US,Clarkston,
Jaks Field,US,Mosinee,
G H Hart Nr 2 Heliport,US,Stafford,
Tokeen Seaplane Base,US,Tokeen,TKI
Lost Lake SPB Seaplane Base,US,Wasilla,
Baswell Airport,US,Loxley,
La Cholla Airpark,US,Tucson,
Islesboro Airport,US,Islesboro,
Merle Norman Cosmetics Bldg 3 Heliport,US,Los Angeles,
Boron Airstrip,US,Boron,
Van Vleck Airport,US,Rancho Murieta,
The Children's Hospital Heliport,US,Denver,
Ray Community Airport,US,Ray,
Lake X Airport,US,St Cloud,
Sunset Strip Airpark,US,Brooksville,
Alachua General Hospital Heliport,US,Gainesville,
Blue Ridge Skyport Airport,US,Blue Ridge,
Reimer Aerodrome,US,Jamestown,
Motorola Csg-Harvard Heliport,US,Harvard,
Bedford Medical Center Heliport,US,Bedford,
Dozier Airport,US,Fairfield,
Gilmore Airport,US,Pleasanton,
Belcher Regional Airport,US,Belcher,
Aslh-Heli-Pad Heliport,US,Church Point,
Nantucket Cottage Hospital Helipad,US,Nantucket,
Dyer's Landing Airport,US,Fryeburg,
Erch Heliport,US,Eaton Rapids,
Namakan Seaplane Base,US,Ray,
Fabick Two Heliport,US,Sikeston,
Sossamon Field,US,Bryson City,
Odegaard Airport,US,Kindred,
Cole Memorial Airport,US,Merriman,
Monte Prieto Ranch Airport,US,Claunch,
Athens Emergency Med-Evac Heliport,US,Athens,
Fillmans Farms Field,US,Port Washington,
Logan's Chance Airport,US,Lawrenceville,
Atoka Memorial Hospital Heliport,US,Atoka,
Umpqua River Farm Airport,US,Sutherlin,
H&H Personal Use Airport,US,Tioga,
Ransome STOLport,US,Solebury,
Trinity Meadows Race Track Heliport,US,Willow Park,
Prade Ranch Airport,US,Leakey,
Coker Hill Heliport,US,Kennedale,
Brown Ranch Airport,US,Beeville,
Toga Airport,US,Buckingham Courthouse,
Kent Farms Airport,US,Othello,
Aurora Valley View Medical Center Heliport,US,Plymouth,
Hoopes Ranch Airport,US,Weir,
Tolsona Lake Seaplane Base,US,Tolsona Lake,
Fairview East Airport,US,Wasilla,
Price Coffee Airfield,US,Bentonville,
Chapman Ranch Airstrip,US,Young,
Jana Airport,US,Edgerton,
Jay Stephen Hooper Memorial Heliport,US,Los Angeles,
Borrego Air Ranch Airport,US,Borrego Springs,
Jackson Lake Heliport,US,Jackson Lake,
Purgatory Nr One Heliport,US,Durango,
Lane Field,US,Sanger,
Southerly Airport,US,Dundee,
A I M Heliport,US,Boca Raton,
Washington County Regional Medical Center Heliport,US,Sandersville,
Henneman Airport,US,Boggstown,
Spangler Airport,US,Manteno,
Hilltop Airport,US,Spencerville,
Va Medical Center Heliport,US,Marion,
Huggins Memorial Airport,US,Timmonsville,
Burger's Valley Airport,US,Salina,
Willow Island Airpark,US,Finchville,
Sydal Acres Airport,US,Wilson,
Boston Scientific Marlboro Heliport,US,Marlboro,
Mercy Memorial Hospital Heliport,US,Monroe,
Northwest Angle Airport,US,Warroad,
Mercy Hospital Jefferson Heliport,US,Crystal City,
Galt Ranch Airport,US,White Sulphur Springs,
Reigle Field,US,Palmyra,
Fox Haven Plantation STOLport,US,Rutherfordton,
Nebraska Methodist Hospital Heliport,US,Omaha,
Harrah's Landing Seaplane Base,US,Atlantic City,
Freeport Heliport,US,Freeport,
Rattlesnake Island Airport,US,Put In Bay,
Harrington Square Heliport,US,Middlefield,
Jane Phillips Heliport,US,Bartlesville,
Umpqua Airport,US,Roseburg,
Tallman East Airport,US,Tower City,
Whitefish Airport,US,Whitefish,
Mc Nabb Farm Airport,US,Ropesville,
Bald Eagle Pad Heliport,US,Laguna Park,
Tailspin Estates Airport,US,Weatherford,
Walnut Hill Airport,US,Calverton,
Dye Seed Ranch Inc. Airport,US,Pomeroy,
Geo Jensen Airport,US,Frederic,
Mc Entire's Lazy V Ranch Airport,US,Sterling City,
Penderosa Airport,US,Wasilla,
Becker Field,US,Battle Ground,
Robin STOLport,US,Chino Valley,
Newton Field,US,Jackman,
Little Hands STOLport,US,San Ramon,
O'Connell Brothers Airport,US,Brawley,
James Brothers Airport,US,Pleasant Grove,
Comanche Livestock Airport,US,Strasburg,
Big Cypress Airfield,US,Immokalee,
Florida Power & Light-Juno Beach Heliport,US,Juno Beach,
Barrow Medical Center Heliport,US,Winder,
Bellevue Farms Airport,US,Williamsburg,
Palisades Field,US,Palisades,
Posey Patch Ultralightport,US,Mount Vernon,
Ruder Airport,US,Maple Park,
Stuntz & Hochstetler Pines Airport,US,Walkerton,
HSHS Holy Family Hospital Heliport,US,Greenville,
Dunn Field,US,Beagle,
Samuels Springs Airport,US,Deatsville,
City Hall Heliport,US,Los Angeles,
Transco Delcambre Heliport,US,Delcambre,
Torchport Airport,US,Eastport,
Janski Heliport,US,Marine City,
Cox-Coyour Meml Air Field,US,Roosevelt,
Hermann Area Hospital Heliport,US,Hermann,
Mclean Brothers Airport,US,Gibsonville,
Nelson Airport,US,Boelus,
Due Process Stables Heliport,US,Colts Neck,
Lockmiller & Sons Airport,US,Clovis,
Bent-Wing Airport,US,Lockport,
Kelch Airport,US,Bethel,
Airwolf Heliport,US,Middlefield,
Camp Gruber Heliport,US,Braggs,
Mc Nary Dam Heliport,US,Umatilla,
Erkes Airport,US,Upper Black Eddy,
Brookside Farms Airport,US,Hershey,
Kaneb Heliport,US,Sugar Land,
Hoffpauir Airport,US,Katy,
Burnett Heliport,US,Atoka,
Rossler Ranch Airport,US,George West,
Benjamin Franklin Airport,US,Godley,
Humphrey's Heliport,US,Norton,
Sorrell Airport,US,Tenino,
Little Wheel Field,US,Cottage Grove,
Scott & White Memorial Hospital Heliport,US,Temple,
Warner Robins Air Park,US,Warner Robins,
Silver Wings Field,US,Eureka Springs,
Aleknagik / New Airport,US,Aleknagik,WKK
Tazlina /Smokey Lake/ Seaplane Base,US,Tazlina,
Trading Bay Production Airport,US,Trading Bay,
Beluga Heliport,US,Tyonek,
Howards Airport,US,North Pole,
Airway Airport,US,North Pole,
Eagles Nest Heliport,US,Palmer,
Todds Strip,US,Wasilla,
Colberg Airport,US,Palmer,
Memory Lake Airport,US,Wasilla,
Grandview Subdivision Airport,US,Palmer,
Fish River Seaplane Base,US,Fairhope,
Marshall Medical Center North Heliport,US,Guntersville,
Mc Gowin Field,US,Chapman,
Midstream Fuel Service Seaplane Base Heliport,US,Theodore,
Flying X Ranch Airport,US,Montevallo,
Blueberry Hill Airport,US,Dothan,
Big River Airpark,US,Muscle Shoals,
Lake Martin Community Hospital Heliport,US,Dadeville,
John H Hataway Airport,US,Kinston,
Fairlane Airport,US,Samson,
Athens-Limestone Hospital Helipad,US,Athens,
Tillar Airport,US,Tillar,
Turrell Flying Service Airport,US,Turrell,
Wabbaseka Flying Service Airport,US,Wabbaseka,
Medical Park Hospital Heliport,US,Hope,
Med Flight Heliport,US,Little Rock,
Southwest Hospital Heliport,US,Little Rock,
Keller Airfield,US,Weiner,
Pine Prairie Airport,US,Ashdown,
Baxter County Regional Hospital Heliport,US,Mountain Home,
Lyon Aviation Rooftop Heliport,US,Scottsdale,
Goldfield Ghost Town Heliport,US,Apache Junction,
Southern Command Police Station Heliport,US,Phoenix,
Pegasus Airpark,US,Queen Creek,
University Medical Center Hospital Heliport,US,Tucson,
Saguaro Heliport,US,Tucson,
Motown Airport,US,Mobile,
Carranza Farm Airstrip,US,Stanfield,
Sedona Medical Campus Heliport,US,Sedona,
Regeneration Airport,US,Fort Thomas,
John H Boylan State (Island Pond) Airport,US,Island Pond,
Bowbells Municipal Airport,US,Bowbells,
Falmouth Airpark,US,Falmouth,
Rensselaer County Airport,US,Troy,
Dean Memorial Airport,US,Haverhill,
Black Rapids Airport,US,Black Rapids,
Homer-Beluga Lake Seaplane Base,US,Homer,
El Capitan Lodge Seaplane Base,US,Craig,
Dreamworks Helistop Glendale Heliport,US,Glendale,
Texaco - San Ardo Heliport,US,San Ardo,
Ord Mountain Heliport,US,Barstow,
San Rafel Private Heliport,US,San Rafel,
Ludlow Airport,US,Barstow,
San Joaquin Sprayers Inc Heliport,US,Delano,
San Joaquin Helicopters Heliport,US,Delano,
Agro-West Airport,US,Five Points,
Howard /Private/ Airport,US,Ione,
Konocti  - Clear Lake Seaplane Base,US,Kelseyville,
Chandalar Shelf Airport,US,Chandalar Camp,
Grupe Ranch Airport,US,Mariposa,
Hart Ranch Airport,US,Santa Margarita,
St Louise Regional Hospital Heliport,US,Gilroy,
Mapes Ranch Airport,US,Modesto,
Natividad Medical Center Heliport,US,Salinas,
Kcin Emergency Heliport,US,Irvine,
Edward Roybal Federal Bldg Heliport,US,Los Angeles,
Gene Wash Reservoir Airport,US,Parker Dam,
Creekside Airport,US,Arvin,
Table Mountain Field,US,Auberry,
Palmaz Ranch Heliport,US,Taylorsville,
Cheyenne Wells Municipal Airport,US,Cheyenne Wells,
Shipman Ranch Airport,US,Austin,
Mc Kee Medical Center Heliport,US,Loveland,
Jim's Heliport,US,Delta,
Spickard Farm Airport,US,Byers,
Black Hollow Heliport,US,Carr,
Meyer Ranch Airport,US,Conifer,
